blueWins,blueWardsPlaced,blueKills,blueDeaths,blueAssists,blueTotalGold,blueTotalMinionsKilled
1,18,6,8,3,15809,239
1,18,13,2,18,19470,243
0,18,15,4,22,19660,186
0,16,2,9,4,13631,175
1,58,8,5,11,16748,209
0,34,1,3,0,14434,221
1,13,5,5,5,16287,235
0,15,4,8,3,15102,201
1,16,4,1,4,15492,212
1,16,4,6,3,14554,198
1,16,4,6,5,15403,216
0,42,0,9,0,13024,192
1,20,5,7,7,15799,242
0,14,7,8,8,17127,243
1,15,9,7,10,17208,201
1,14,8,7,17,16860,183
0,18,9,13,12,18082,215
0,16,4,16,5,14813,198
1,15,8,7,14,17989,254
1,13,6,7,9,15815,206
1,22,8,5,12,17991,219
0,16,8,9,5,16560,200
0,13,4,3,5,15260,191
0,16,2,10,1,13544,206
1,39,4,6,4,15462,239
0,15,3,9,2,15000,221
1,16,6,2,6,16399,235
0,19,5,5,1,14594,184
1,17,13,2,10,21046,250
0,14,4,6,5,15382,218
1,12,5,9,8,16095,222
0,11,3,10,1,14863,222
0,13,10,9,9,17668,194
0,13,6,13,6,16420,223
1,25,7,7,8,17194,233
1,19,13,7,9,19529,204
1,19,9,7,11,17762,233
1,15,5,4,4,16987,255
1,15,7,4,7,16985,248
0,17,2,8,4,14845,236
0,19,11,11,10,18174,222
1,15,7,6,7,17120,205
0,14,5,7,6,15776,199
1,22,5,8,6,17175,264
0,11,5,10,4,15656,206
0,37,4,7,4,14867,216
1,12,7,6,5,17381,232
1,15,12,3,8,18821,225
0,13,4,5,5,14459,173
0,16,6,9,6,16654,239
1,16,6,4,11,17438,249
1,17,5,4,4,17431,272
1,33,6,4,5,17327,240
1,14,7,10,5,17637,196
1,17,6,8,4,16021,199
1,19,7,3,13,16997,227
0,14,5,9,7,15530,220
1,19,2,6,2,14569,234
1,16,7,5,7,17212,225
0,18,10,12,8,18494,223
0,12,4,8,3,15632,230
1,20,5,3,4,17455,254
1,21,5,3,4,15716,221
1,16,9,3,8,17577,210
1,12,7,3,10,17822,237
0,18,5,1,6,15381,211
1,16,5,7,7,15485,201
1,16,6,5,5,16953,238
0,12,2,14,0,13229,177
1,48,4,5,5,16579,249
0,15,5,7,5,15562,219
1,11,6,7,8,17192,221
1,18,7,1,9,18764,268
0,12,4,9,2,15790,215
1,15,10,6,11,19380,244
0,16,6,7,8,16554,215
0,17,3,9,4,14017,185
0,15,14,6,14,20136,225
1,17,7,6,6,16717,223
1,16,5,6,8,15927,220
0,17,6,14,8,15729,186
0,15,2,9,0,14814,222
0,18,6,2,5,16610,227
1,14,7,6,7,17588,233
0,30,6,4,4,16017,208
0,18,2,5,5,14851,245
0,18,4,7,3,15420,235
1,16,6,8,9,15476,192
0,17,1,5,3,14463,224
1,15,9,6,15,17653,218
0,18,3,2,1,15097,218
1,19,6,4,2,16476,238
1,18,12,1,12,20136,235
0,11,2,2,3,14385,216
0,32,6,9,4,16672,231
1,16,6,9,7,17286,222
0,15,4,1,4,16385,249
1,16,9,6,7,16902,207
1,56,8,2,11,17127,221
1,15,9,2,13,18383,233
0,12,6,10,4,15475,205
1,14,12,11,13,18950,216
1,20,7,0,11,16942,214
0,28,3,7,3,15423,232
0,14,10,7,10,18296,208
0,17,6,13,6,15166,162
0,15,5,8,6,16230,230
1,15,14,3,17,20005,222
0,18,2,1,3,14485,211
0,36,2,2,3,15313,221
1,17,9,6,7,17147,197
0,15,5,7,4,16078,217
0,46,4,5,5,14511,193
0,19,4,1,4,15224,218
0,40,7,10,7,15989,179
1,15,7,1,10,17558,251
1,16,5,4,2,15215,212
1,15,4,9,2,14887,209
0,14,2,12,1,14100,204
1,17,7,5,7,17097,199
0,18,2,10,0,14082,238
1,9,6,6,7,17500,226
1,11,11,4,12,17970,208
1,13,4,4,5,15198,205
1,40,5,3,3,17194,263
0,18,3,7,3,14951,206
0,44,7,2,9,16966,222
1,17,3,6,4,14513,202
0,17,10,7,13,18446,195
0,22,8,6,9,17100,213
1,19,13,7,16,20611,210
1,19,8,7,11,18672,250
0,16,1,3,1,14988,256
0,14,6,10,5,17250,222
1,42,11,3,14,20145,242
1,15,7,4,8,17325,207
1,25,10,1,7,19336,267
0,14,1,11,0,13701,200
0,35,6,5,6,15765,214
0,17,4,2,2,14841,183
0,18,4,4,4,15597,232
0,13,1,7,0,13828,228
0,16,6,5,9,16275,209
0,16,5,7,5,16763,252
1,38,16,5,28,21089,218
0,14,4,8,2,15155,201
1,46,8,3,9,17226,193
0,9,7,7,6,17634,237
1,17,9,3,8,17562,224
1,92,5,6,7,16161,214
1,10,13,5,18,20853,251
1,16,1,5,1,15743,264
1,15,3,3,6,15204,209
0,15,3,4,4,15013,212
1,115,11,4,8,20176,260
0,15,6,6,5,15856,224
1,16,9,4,10,17097,220
0,37,6,8,7,16595,217
0,51,3,5,4,13952,172
1,17,11,7,6,18413,228
0,15,5,2,9,16113,236
1,23,2,5,1,15508,258
0,20,12,9,16,18345,222
1,17,12,11,10,18882,224
0,13,3,6,1,14734,226
0,35,4,9,4,15337,211
0,16,2,2,2,15280,257
1,16,7,2,8,16861,196
1,12,5,11,3,16321,185
0,18,5,7,8,15885,220
0,12,5,11,3,16007,206
1,14,6,6,8,16171,191
0,16,8,9,8,15726,176
0,18,7,13,6,16851,215
0,15,5,6,4,14448,156
1,16,3,3,3,15045,221
1,13,8,9,8,17267,203
1,15,8,6,4,17706,194
0,13,5,7,5,15576,221
1,19,6,4,7,17084,227
0,20,6,10,8,15614,196
1,17,10,1,13,19602,236
0,23,2,7,1,15409,247
1,17,4,1,8,14298,171
1,9,7,2,10,18507,245
0,17,5,6,5,16179,263
1,17,7,4,6,17018,238
0,37,3,4,4,15306,220
0,15,4,5,4,15079,196
1,18,9,7,11,17622,192
0,16,9,6,5,17341,203
0,15,6,6,5,15868,201
1,16,9,10,8,17170,204
0,13,6,12,5,15716,189
0,15,3,8,3,15036,198
1,41,8,9,5,16608,201
0,15,6,8,9,16116,196
1,36,13,3,11,21386,264
0,17,7,6,8,16441,218
0,10,6,8,4,15446,198
0,40,5,7,7,15799,224
1,18,9,11,11,17909,214
0,16,4,13,5,15309,175
1,12,13,4,11,19077,215
0,19,7,7,5,15321,171
0,105,3,8,2,14522,211
0,14,8,7,7,17996,208
0,16,6,7,10,16447,201
0,11,0,7,0,13068,198
0,17,9,5,8,17757,217
0,19,9,9,11,17459,226
1,20,3,7,1,14068,206
0,34,3,8,1,13960,202
1,17,10,13,8,18255,206
1,15,7,5,8,17134,207
0,19,10,9,12,17487,211
0,16,6,10,4,16335,192
1,15,5,5,6,16405,239
0,12,3,11,5,14145,186
1,43,5,5,6,16419,233
1,48,3,4,3,14482,198
1,38,5,4,5,15967,203
0,18,5,9,5,16093,209
1,18,16,4,13,20827,215
0,15,4,4,2,14697,222
0,14,10,11,10,17702,198
0,15,2,9,2,14730,246
0,18,6,10,10,16876,238
1,15,5,15,7,16203,187
0,13,7,7,7,17214,219
1,21,1,8,0,14019,206
0,17,8,10,2,16163,201
0,39,5,7,7,15745,225
1,44,13,6,13,18933,210
1,16,4,4,4,16452,266
0,20,6,4,11,16527,225
0,15,7,6,8,16977,222
0,18,1,7,1,13874,219
0,18,10,8,10,17272,210
0,12,4,7,2,15125,223
0,18,2,9,4,14691,207
0,9,6,5,3,16961,240
1,14,3,3,4,16688,215
1,11,4,3,3,17143,237
1,40,7,9,6,18097,243
1,36,11,3,14,19276,237
0,37,7,7,8,17114,210
1,84,8,6,8,16602,163
0,15,5,11,4,14975,194
1,14,6,9,7,15843,206
0,18,6,7,3,15777,203
1,12,10,6,5,17142,221
1,14,7,6,11,18027,217
1,17,4,5,6,16003,238
1,16,11,11,9,19116,220
1,15,11,7,17,18078,192
1,13,8,8,8,18011,243
0,43,6,13,6,15336,196
0,16,6,7,6,17273,226
0,18,9,7,8,17875,203
0,42,9,10,14,17215,198
1,15,6,8,10,15579,204
0,16,6,8,9,16479,230
0,17,2,3,6,13918,209
1,20,9,5,8,17615,218
0,15,3,3,1,15848,251
0,15,6,3,6,15941,228
1,18,2,6,1,14448,198
1,15,3,2,4,15719,230
0,19,8,10,9,17139,199
0,16,4,4,4,15977,224
1,40,2,4,2,14938,246
0,37,9,6,13,17187,199
1,38,8,9,10,17558,202
1,17,6,2,5,17945,268
1,16,5,5,10,15151,203
1,13,4,11,5,14983,208
1,18,6,7,7,16527,229
0,19,8,8,4,16359,204
1,13,8,3,12,19038,239
0,17,5,4,10,15976,232
0,15,1,4,1,13512,224
0,17,5,9,6,14923,173
0,66,6,6,6,16124,225
0,15,1,6,1,14058,213
0,18,3,6,4,14422,201
1,16,5,6,7,16539,242
0,17,5,10,6,15794,203
0,41,8,7,15,16867,228
0,16,9,9,9,17197,205
1,21,5,9,5,15881,204
1,19,11,3,14,19373,228
0,55,6,5,10,16548,230
0,13,3,13,4,14126,200
1,18,7,5,9,16518,202
1,17,5,11,7,15897,215
1,132,13,5,8,22845,250
0,18,1,5,2,14445,232
1,15,6,5,3,17293,231
0,15,8,4,7,17239,210
1,15,8,9,8,18339,233
1,92,6,4,7,16541,249
1,18,14,7,13,20488,201
1,16,5,6,4,15072,189
0,14,4,6,4,15433,218
1,51,4,6,7,15766,213
1,21,10,5,14,18459,187
0,15,7,3,7,16467,209
1,19,11,8,13,18384,208
1,17,11,3,11,18479,232
0,15,3,9,4,14812,199
1,23,2,6,1,14702,212
1,41,3,7,4,15715,246
0,17,8,5,9,16736,227
0,12,10,8,9,17344,184
1,16,11,8,13,18625,190
1,13,2,7,2,13825,185
0,14,3,7,1,14604,198
0,18,5,8,5,15770,241
1,15,8,9,4,16566,214
0,93,7,4,6,17129,228
0,14,4,7,5,16176,254
1,18,15,5,15,21056,206
1,16,12,7,10,20471,230
1,17,8,3,14,18823,245
1,8,7,3,6,17204,255
1,15,12,2,23,17628,184
0,39,7,8,11,16562,180
0,13,6,11,6,16543,213
0,13,9,4,12,19292,213
0,38,5,6,6,15590,211
1,13,5,1,5,15885,250
1,16,6,10,6,15936,233
1,36,3,7,3,15040,205
1,16,6,3,9,15927,198
0,17,0,5,0,14231,230
0,10,3,6,2,14998,218
0,20,11,13,12,18315,232
1,37,8,0,9,16977,199
1,16,3,7,2,14857,228
0,17,5,9,5,14819,183
0,46,3,2,5,15570,236
0,14,3,14,7,14231,208
1,18,13,7,12,19558,215
1,17,10,9,9,18531,217
0,27,5,5,6,15211,179
0,35,1,2,2,13683,198
1,38,6,3,7,16887,232
1,18,4,6,4,16317,228
1,16,12,4,15,19000,210
0,16,6,6,8,16421,222
1,11,4,4,8,16341,236
1,19,13,6,13,18901,244
1,12,2,5,1,13860,193
0,15,4,7,4,15317,225
1,87,11,6,13,20111,231
1,16,11,6,19,18631,229
0,36,2,7,5,14766,236
1,15,6,6,6,15967,222
1,11,7,2,7,18117,236
1,44,7,5,8,16379,207
1,15,6,8,5,16530,226
0,17,3,11,2,15451,243
1,31,8,4,5,17553,203
1,15,9,5,15,18721,240
1,17,7,6,3,16611,216
0,51,4,4,5,15059,196
0,18,3,6,3,14715,198
0,14,8,5,9,16753,233
0,17,6,12,3,15676,210
0,23,9,7,11,17616,195
1,17,6,4,5,16727,220
1,14,12,3,13,19626,228
1,15,6,6,6,16763,207
1,35,4,4,4,15686,206
1,12,3,2,2,14502,217
0,18,3,10,3,15130,220
1,14,7,3,7,16718,200
1,41,8,4,10,16929,200
1,17,6,9,6,16407,168
1,16,11,4,11,19165,219
0,23,3,8,6,15698,189
0,13,6,9,3,15398,184
1,19,6,3,6,17201,186
1,141,4,7,3,15964,199
0,221,2,14,1,13121,172
0,18,3,4,1,15701,245
1,16,10,10,13,17917,199
1,11,11,7,8,18288,207
1,50,12,9,17,18857,195
0,23,10,6,12,17374,214
0,17,6,7,4,17620,227
0,27,8,13,8,17238,204
0,41,4,9,1,15709,207
0,16,8,11,6,17693,202
1,61,5,7,5,16343,233
1,64,7,2,7,17033,225
0,36,6,5,4,15956,229
0,17,3,7,1,14780,215
1,21,5,5,8,16709,222
1,16,13,5,12,18748,181
0,17,4,5,2,15598,204
0,138,5,9,3,15108,202
0,15,1,6,1,13679,209
1,16,7,6,7,17453,237
0,16,3,15,3,15120,191
1,14,9,7,12,17491,200
1,23,7,4,8,16798,225
1,22,1,1,1,14379,247
0,17,5,9,5,15953,223
1,14,7,5,5,17303,216
1,14,4,3,4,16114,233
1,14,15,4,19,21314,245
1,17,5,4,2,15660,224
0,18,9,6,13,17169,216
1,14,6,9,7,15649,186
1,110,7,5,8,17088,204
1,20,7,5,8,18042,239
0,15,5,14,3,15424,191
1,16,3,4,3,15459,230
1,11,14,6,12,19588,217
1,13,8,9,6,16951,200
0,14,4,9,3,15533,214
0,12,7,4,8,17653,231
0,21,4,7,2,14811,224
1,16,3,6,3,14538,177
1,18,12,9,20,20188,226
0,37,5,4,3,16021,216
1,71,6,4,6,16112,207
1,15,6,5,2,15967,237
0,15,1,6,1,13126,173
1,18,6,2,8,17501,248
1,17,11,3,8,18826,225
0,41,1,6,2,14165,218
0,15,10,3,17,18110,193
0,12,5,4,5,16731,238
0,16,8,9,8,16984,206
1,17,2,6,2,14341,233
1,13,8,5,10,17667,237
0,90,1,8,1,13704,202
0,14,6,12,11,15863,191
0,18,2,12,2,14834,198
1,15,12,7,16,19246,231
1,11,9,7,12,17091,214
0,16,2,8,3,13803,181
1,27,4,6,3,16485,250
0,16,2,4,0,14876,218
1,9,6,5,6,17594,237
0,16,6,11,9,16230,225
1,17,4,4,3,15239,222
0,16,8,12,7,16247,189
0,12,4,5,4,15223,216
0,43,5,9,2,16099,244
1,15,9,3,8,17940,224
0,11,2,2,0,15652,270
0,19,9,6,8,18161,213
0,13,2,9,1,13569,165
1,18,8,7,9,18048,242
0,17,6,7,2,17046,197
1,15,4,3,6,16647,227
1,13,6,5,8,16283,228
1,26,15,4,16,22433,230
0,17,5,2,9,15429,202
0,11,8,10,8,16239,186
1,39,10,4,11,18228,250
0,15,5,5,9,16983,238
1,19,8,5,10,16957,204
1,85,13,4,13,18962,207
0,15,9,5,15,16888,200
0,16,4,10,5,14993,208
1,41,8,9,10,16076,181
1,16,6,1,4,17007,242
0,15,6,8,7,16000,212
0,34,4,5,4,16021,209
1,44,8,5,9,17345,183
0,15,10,6,13,17976,176
0,18,6,10,9,16853,225
0,18,7,3,6,16300,226
1,15,4,1,3,16417,248
0,19,7,5,5,17466,239
1,42,14,9,13,19830,217
0,22,6,4,9,16726,234
0,19,9,6,9,17162,193
1,34,13,5,12,19535,231
1,63,4,2,4,15514,235
1,15,4,1,4,16008,247
1,18,7,3,9,16981,232
0,17,4,8,4,14722,190
1,114,5,7,3,15715,237
0,15,3,5,2,16102,257
0,16,5,7,1,14991,180
1,16,11,7,14,19379,215
1,54,8,3,8,17101,214
1,17,4,2,4,17186,263
1,13,3,4,1,15115,219
1,16,4,5,6,16127,235
1,18,6,10,9,15445,188
0,17,8,7,8,16585,207
0,11,4,4,7,15788,243
1,26,7,7,5,17400,239
0,39,2,9,3,14157,198
0,38,2,3,5,14992,226
0,16,7,5,6,17182,243
1,12,7,5,7,16426,187
1,13,7,10,11,16135,184
1,17,5,3,4,15833,196
1,41,9,4,10,18062,223
0,14,2,4,3,14318,207
1,41,4,7,4,14969,195
1,18,7,1,8,17177,223
0,14,8,9,7,16617,184
0,17,8,9,7,16908,208
1,80,9,5,6,18419,246
0,13,7,9,9,15570,198
0,14,3,10,3,15016,216
1,16,2,4,2,14402,193
0,16,6,16,6,14999,192
0,15,4,7,4,15149,217
1,38,5,6,7,15761,187
0,24,2,9,2,14714,217
1,17,5,3,8,15154,206
1,19,13,2,10,20998,228
1,14,9,7,7,17607,212
0,18,6,7,2,15141,196
1,81,16,7,12,21285,229
1,21,9,5,7,16984,214
0,16,3,6,2,13489,192
1,40,2,2,3,14653,224
0,16,4,12,3,15335,187
1,16,5,8,3,15853,192
0,12,6,10,5,15476,198
1,38,4,3,3,15211,200
0,29,5,7,8,15796,184
0,12,3,4,3,15420,237
1,17,13,3,14,20961,225
0,15,9,10,9,17633,218
1,57,4,2,5,16647,240
1,38,2,8,1,14141,211
1,14,4,3,3,16374,263
0,18,10,4,6,17125,210
0,37,4,5,6,15531,218
1,17,6,4,14,18529,252
0,16,4,14,2,14450,186
0,41,11,6,11,18185,204
0,15,3,5,2,15423,244
0,13,1,3,2,14675,231
1,17,12,3,11,18722,212
0,14,2,2,1,14421,234
1,34,9,8,6,17532,233
1,17,10,4,14,19271,245
0,16,12,12,16,18655,173
0,53,2,11,2,14164,202
0,14,4,14,2,14476,180
1,20,8,7,12,18339,232
1,15,5,6,9,17450,226
0,16,7,5,6,16381,221
1,17,5,7,1,15446,183
1,17,3,7,1,14970,208
0,19,2,7,3,14711,221
1,18,8,7,8,17219,212
1,18,7,5,9,18010,239
1,15,13,6,15,19708,201
1,20,6,2,6,16825,247
1,18,1,0,1,14755,223
1,16,8,7,11,17592,224
0,15,5,10,5,15351,179
0,16,7,5,7,17787,232
1,17,2,1,2,15031,246
1,19,4,7,4,15407,223
0,142,4,5,4,14569,194
1,91,7,9,7,16452,191
1,15,3,4,3,17437,255
1,17,5,8,4,14665,188
1,16,6,4,8,18395,236
1,14,7,1,5,16961,245
0,18,3,7,2,14011,197
1,16,5,5,8,16871,227
0,14,7,12,5,16125,196
0,14,2,10,2,13773,192
1,15,9,12,15,18458,243
0,16,5,6,4,16258,255
1,39,9,5,8,16997,222
0,13,3,9,3,15356,186
1,16,9,2,9,18870,252
0,17,5,7,6,15639,196
0,14,15,12,14,19632,228
0,13,6,7,12,16942,247
0,14,8,7,14,17077,171
0,15,14,7,16,20269,242
1,13,9,2,13,19079,249
1,16,6,10,6,15815,196
0,23,3,6,3,16970,252
1,16,9,7,10,18064,252
1,19,5,2,5,17169,239
0,22,7,4,8,16413,209
1,14,6,3,7,15464,219
0,13,5,5,10,15600,207
0,22,1,9,1,13802,216
0,16,3,7,4,15033,226
1,15,5,6,4,16803,251
0,44,4,2,7,15444,215
1,12,7,11,11,17659,244
1,38,10,9,18,18720,232
0,18,6,5,5,17639,247
1,21,8,4,12,17307,249
1,14,4,3,6,15712,241
1,17,7,2,6,17616,243
0,19,7,3,5,17235,257
1,16,12,10,10,20065,204
0,15,2,3,2,15537,244
0,19,10,8,9,18359,190
1,15,4,5,3,15884,251
0,15,3,9,3,14512,226
0,36,5,9,7,15440,175
1,16,7,4,6,16296,222
0,18,1,6,1,14979,232
1,15,6,5,5,16364,226
0,14,4,13,1,14003,195
0,13,6,8,5,16459,201
0,14,3,7,4,15361,235
0,21,7,5,6,18345,247
0,15,10,5,8,18497,223
0,15,3,4,3,14642,229
0,14,3,8,1,15539,214
0,15,13,7,19,18781,204
0,19,7,11,6,16509,210
1,17,3,3,3,14820,215
0,20,4,4,5,15465,217
0,14,3,8,1,15241,252
0,17,4,7,8,15842,211
0,37,4,7,4,16388,220
1,18,4,2,6,15837,226
1,35,11,3,12,18929,220
1,17,7,2,10,17336,231
0,19,4,13,3,15802,218
0,13,6,5,9,16995,230
1,21,2,1,1,16528,262
0,13,7,5,8,17182,233
0,79,4,7,4,16017,202
1,16,6,7,4,16286,230
0,15,9,8,7,19084,225
0,39,4,12,5,14899,190
0,17,9,18,8,17290,223
0,20,4,6,8,17569,265
1,36,9,2,9,17964,213
1,18,5,5,6,15400,197
0,32,8,8,6,17761,220
1,15,8,10,5,16480,183
0,12,8,3,6,16975,238
1,17,5,4,7,16459,222
1,20,7,7,7,16636,207
0,15,5,8,5,16550,204
1,90,8,5,10,16400,181
0,40,2,9,1,14478,237
1,106,12,4,12,19058,214
1,16,9,3,12,20316,230
1,16,5,6,3,17083,248
1,14,8,4,8,17613,225
1,20,9,3,9,17731,252
1,14,4,8,4,14312,144
1,13,8,3,10,16903,207
1,18,7,4,8,17137,240
1,11,9,3,8,18870,232
1,17,3,4,3,15279,240
1,18,10,7,12,19262,223
0,106,5,9,8,15651,211
1,38,10,6,7,17682,201
0,14,4,6,4,16209,235
0,18,10,7,12,18996,231
1,18,15,8,12,20855,196
0,38,5,7,6,15485,208
0,19,5,5,6,16043,227
0,16,5,11,10,16476,215
0,12,4,7,3,15473,215
0,14,5,7,6,15157,218
0,16,6,10,3,14812,183
0,18,6,5,4,15959,236
1,23,7,1,7,16850,228
1,24,3,3,4,14940,238
0,18,8,5,8,17550,218
0,13,7,5,9,16542,214
1,15,7,5,11,17297,196
0,13,9,7,10,19581,232
0,18,2,9,0,14712,230
1,18,9,5,7,16587,212
1,123,8,11,9,17429,198
1,15,4,4,5,15547,208
0,41,4,12,4,14957,173
1,25,6,1,9,17450,233
1,20,7,2,8,17199,235
1,16,6,2,6,16610,231
0,32,5,8,3,14795,178
0,15,10,7,6,18269,228
0,17,2,7,3,13889,205
1,40,5,4,7,15950,220
1,13,6,7,5,15235,189
1,16,7,8,5,16697,205
0,15,7,5,11,17450,236
0,12,6,9,3,15896,171
0,23,4,5,5,15943,239
0,23,7,10,8,18063,228
1,16,5,12,6,16177,214
0,28,2,6,2,14896,205
0,13,8,4,4,16959,215
1,41,6,3,10,16363,209
0,14,10,14,6,16665,189
1,43,2,4,1,15377,229
0,15,3,6,2,13977,185
1,14,1,3,0,13918,200
1,38,9,9,14,17630,230
1,15,4,7,4,15777,229
0,16,5,7,6,16043,237
1,21,11,6,8,19022,217
0,58,3,7,4,13957,187
0,18,2,9,3,14547,212
1,66,5,6,10,15649,240
1,40,9,5,11,17654,249
1,23,11,9,12,19858,216
0,18,1,6,0,13517,222
1,19,7,3,12,17791,250
1,53,7,6,5,16817,208
1,17,3,6,4,14920,217
0,13,7,5,8,17160,221
1,16,5,4,5,15436,220
1,18,4,3,3,15442,220
1,16,4,7,1,15764,237
0,12,6,6,8,16744,231
1,56,13,4,16,20308,216
1,9,9,8,8,18731,191
0,15,5,9,5,15529,200
1,13,4,4,1,15169,208
1,12,7,9,4,17075,218
1,11,5,1,5,17467,245
1,14,6,2,5,17259,249
1,19,10,4,9,17979,214
0,17,2,7,3,14269,196
1,40,9,3,11,18309,234
0,20,7,6,9,17116,246
0,15,7,7,8,15970,200
0,20,6,10,4,14626,154
1,17,8,10,7,16427,191
0,13,3,13,4,14676,191
0,146,1,11,1,13943,204
1,41,4,17,4,15488,184
0,11,6,4,6,15437,198
0,18,6,2,7,17083,241
0,21,2,10,3,14825,236
1,11,12,3,10,19402,242
0,14,4,5,4,15129,197
0,16,2,5,3,15053,248
0,13,2,5,2,14672,229
0,21,10,6,8,18280,241
0,15,4,8,4,15290,219
1,10,9,1,13,17329,189
1,13,6,4,3,16409,232
1,17,10,11,8,18237,235
1,17,9,2,11,17259,214
1,145,8,6,10,17816,226
0,18,8,7,11,16465,215
0,16,10,11,9,19029,234
1,20,7,2,13,17075,202
1,14,6,4,7,16689,233
1,17,1,2,2,14402,233
0,18,5,3,4,16379,240
0,15,3,11,3,14579,227
0,12,6,5,8,16455,214
0,11,3,5,4,13770,192
1,18,6,9,5,16042,218
1,15,2,4,2,14905,244
1,15,11,4,12,18733,201
0,14,9,14,11,17496,185
1,18,11,7,7,18303,202
0,16,4,9,5,15395,221
1,16,6,4,4,16540,230
0,43,7,7,9,16342,211
0,19,4,6,6,15540,236
0,11,4,11,2,14993,208
0,15,6,5,9,16022,227
1,14,7,4,10,17978,216
0,20,9,6,12,17898,215
0,17,2,12,1,13170,162
0,18,3,6,2,14364,190
1,19,9,5,10,19294,234
1,21,11,7,15,17446,186
1,14,11,6,5,17943,220
1,15,7,3,4,16656,214
1,38,6,2,6,16149,220
0,21,4,5,4,15564,216
0,14,2,5,3,15128,251
1,25,4,4,3,15551,206
1,17,5,9,8,16426,231
1,19,5,6,5,15594,201
0,18,5,7,8,15674,215
1,28,12,8,11,18444,196
1,138,10,6,5,16929,222
1,63,8,3,11,17701,246
1,13,5,2,5,17020,238
1,40,12,9,11,18395,193
1,17,9,4,8,18646,253
0,19,6,11,8,15887,191
0,16,3,5,2,14098,198
0,43,6,5,10,15521,146
1,16,7,5,9,16460,222
0,13,6,14,5,16749,203
1,39,8,7,5,17329,226
0,16,7,6,12,16582,203
0,16,1,11,0,13206,195
0,18,7,8,6,16423,212
1,14,6,6,7,17074,214
0,18,1,2,1,13449,189
1,15,6,5,10,17466,246
1,39,6,3,5,16941,229
1,7,9,11,10,18601,220
0,16,8,6,13,17003,222
1,12,1,6,1,14577,263
1,19,9,8,13,17813,202
0,51,5,6,1,15332,215
1,16,2,3,5,14627,214
0,13,9,8,11,16187,156
1,15,11,5,12,19787,242
1,87,12,4,15,18596,188
0,17,6,5,10,16233,223
0,18,5,9,5,15468,203
0,42,8,7,8,16699,240
0,19,3,7,4,15311,234
1,18,7,2,6,16580,210
1,15,6,8,6,16450,224
0,15,6,14,6,16197,203
0,16,4,10,4,15773,216
0,14,5,19,4,14815,183
1,17,6,6,11,17731,257
1,20,3,6,1,13952,197
1,16,11,7,6,18504,212
0,12,2,5,3,14777,215
0,17,1,1,1,14018,233
1,20,6,6,8,16140,211
1,44,6,5,5,16246,199
0,42,7,8,8,16122,186
0,20,5,8,3,15429,198
0,21,1,4,2,14270,230
1,15,4,1,7,16327,240
1,20,8,5,7,18225,236
1,13,9,12,8,17778,204
1,51,5,4,7,16680,247
0,15,6,6,12,16434,214
1,39,13,8,22,18721,164
0,40,5,8,6,15107,187
1,39,7,0,4,16897,240
1,18,6,9,10,17013,246
1,19,7,5,5,18047,239
0,43,3,5,2,15175,232
0,15,8,10,9,16722,190
1,16,5,5,5,15722,222
0,18,6,9,7,17077,175
0,91,6,1,4,17016,214
0,11,5,9,5,17231,175
1,18,7,2,7,17039,220
1,35,11,4,11,17596,203
0,17,7,4,8,16887,215
1,16,4,6,3,15157,241
1,19,11,3,10,20259,238
0,12,6,9,5,16388,213
1,18,9,8,6,17269,209
1,19,8,5,9,17389,198
0,20,7,5,7,17622,247
1,15,3,6,3,15736,232
1,15,10,8,11,17965,219
0,49,4,9,2,15067,223
0,18,2,10,3,13855,215
1,19,9,6,11,17561,207
1,12,6,14,9,16284,208
0,16,7,6,9,17048,227
0,13,5,3,8,16294,218
0,38,6,8,7,16877,225
0,17,6,8,6,15222,178
0,18,6,9,6,17245,236
0,19,9,9,12,17187,197
0,20,5,10,8,15156,156
0,12,1,6,0,13977,208
0,14,6,2,4,16383,258
0,13,3,7,4,15392,240
1,13,5,2,3,15397,204
0,17,6,8,4,16142,191
1,18,9,6,13,17855,200
0,15,2,8,2,13956,210
0,52,6,8,7,15753,203
0,41,8,9,7,16272,179
1,16,7,6,9,16869,230
0,16,9,10,12,16990,198
0,52,9,4,8,17991,219
0,18,2,3,2,15143,239
1,15,8,5,7,16735,215
1,20,4,4,4,15971,241
1,17,9,6,12,17752,212
0,14,3,7,1,15023,222
1,22,5,3,6,16007,202
1,21,4,6,5,15454,199
1,17,8,3,4,17058,207
0,17,8,10,9,18374,218
0,83,5,9,3,16259,224
0,17,5,2,6,15894,222
0,20,4,8,5,15524,214
0,18,11,5,8,18956,243
1,10,9,5,12,17881,238
1,13,7,6,5,17131,229
1,17,7,3,4,17666,240
1,36,7,5,5,17538,229
1,13,4,1,5,16942,261
0,13,10,4,10,18224,225
1,14,5,5,6,16345,246
0,15,4,6,4,15865,238
0,19,5,10,3,15266,209
0,19,4,3,1,15454,226
1,21,5,1,2,17051,259
0,16,8,13,6,17705,201
0,17,8,1,9,16763,209
0,16,7,8,10,16808,189
0,16,4,12,3,15111,218
0,23,5,11,6,14998,199
0,36,5,9,7,16942,227
0,50,6,8,7,15270,181
0,49,3,5,4,14586,194
1,22,8,4,12,18232,228
1,11,9,8,13,17190,204
0,32,4,2,3,15008,225
1,17,15,7,15,21755,191
1,19,4,1,8,15787,223
0,14,6,7,6,16404,245
1,26,7,4,13,17878,232
