,blueWins,blueWardsPlaced,blueKills,blueDeaths,blueAssists,blueTotalGold,blueTotalMinionsKilled
2871,0,68,3,6,3,15094,237
2872,0,14,5,10,6,14604,146
2873,1,16,1,0,1,15268,269
2874,1,19,6,4,9,16317,210
2875,0,57,3,6,4,15426,212
2876,0,16,0,4,0,14052,229
2877,1,18,6,7,4,15369,200
2878,0,18,9,6,8,16961,191
2879,1,17,8,1,9,18177,256
2880,1,21,9,7,10,17329,223
2881,1,19,13,7,13,19161,232
2882,0,18,3,6,3,14649,200
2883,1,15,2,2,2,15367,238
2884,0,12,4,5,4,16229,247
2885,0,19,6,6,8,17258,239
2886,1,16,13,1,15,22177,230
2887,0,18,9,8,12,18004,251
2888,1,27,15,3,14,20567,221
2889,0,32,7,8,7,16650,212
2890,0,16,2,6,2,14710,231
2891,0,16,3,7,5,15442,237
2892,0,14,10,7,7,18923,241
2893,0,12,3,8,2,14783,206
2894,1,15,12,7,17,18074,211
2895,1,12,9,7,8,17684,224
2896,0,16,5,8,4,15476,184
2897,0,36,8,5,6,17622,252
2898,1,15,6,4,6,16385,208
2899,0,14,3,8,5,14425,198
2900,1,12,6,5,3,16059,212
2901,1,13,9,3,13,18633,246
2902,0,16,3,6,2,15731,251
2903,1,10,7,8,9,17371,227
2904,0,13,5,12,9,15631,199
2905,1,18,8,7,4,16935,210
2906,1,38,7,7,6,16639,214
2907,1,38,7,3,6,16738,219
2908,0,18,3,4,4,15419,251
2909,1,18,4,8,2,14752,209
2910,0,14,6,4,7,16508,204
2911,0,20,6,10,8,16544,223
2912,1,24,4,5,3,15597,238
2913,0,18,8,3,14,18022,242
2914,0,15,5,10,5,15714,208
2915,0,23,7,5,9,16219,197
2916,0,16,9,8,8,16956,219
2917,1,12,11,2,9,19280,252
2918,1,45,10,8,22,19540,247
2919,1,10,5,5,7,16038,228
2920,1,16,5,2,5,16594,227
2921,1,16,4,6,6,16040,214
2922,1,19,7,7,8,16282,211
2923,0,16,4,6,7,15527,202
2924,0,10,7,9,4,15933,221
2925,0,108,6,6,9,17070,208
2926,0,14,3,4,0,15084,224
2927,0,148,8,4,10,16600,192
2928,1,9,6,8,7,15982,186
2929,1,59,5,5,4,16355,221
2930,1,86,6,10,5,17040,215
2931,1,19,6,2,9,16737,243
2932,0,13,7,13,3,17090,222
2933,0,9,5,15,5,14689,168
2934,1,19,7,6,8,16135,196
2935,0,70,6,5,5,16500,202
2936,0,14,6,7,8,17318,237
2937,1,20,9,2,14,18202,232
2938,0,33,5,5,10,17208,260
2939,0,11,5,2,8,16496,251
2940,1,26,10,5,6,17915,222
2941,0,15,10,8,16,18917,210
2942,0,13,8,12,8,16484,176
2943,0,20,13,7,10,19402,213
2944,0,13,4,1,5,15869,249
2945,1,15,6,2,5,17338,256
2946,1,16,12,1,10,18849,231
2947,0,17,6,11,8,15250,183
2948,0,23,4,7,6,15210,207
2949,1,34,8,8,9,16692,181
2950,1,19,4,4,3,16621,255
2951,0,15,3,6,4,15698,226
2952,0,17,2,10,3,14593,199
2953,1,16,7,8,8,16712,221
2954,0,16,6,10,8,16837,191
2955,0,17,5,5,5,15514,200
2956,1,53,8,8,4,17236,235
2957,0,33,7,14,10,16204,182
2958,1,11,9,6,10,18422,219
2959,0,20,5,8,6,15356,207
2960,0,146,2,4,1,14848,205
2961,1,17,4,4,3,15688,237
2962,1,20,4,4,2,14926,203
2963,0,39,7,14,5,16190,207
2964,1,15,6,2,8,16318,226
2965,0,30,6,11,8,15376,196
2966,0,18,1,10,1,14666,233
2967,1,17,6,9,3,16301,235
2968,0,16,4,11,9,15124,213
2969,1,46,10,2,13,19031,212
2970,1,19,11,9,9,18581,239
2971,0,14,7,3,9,17144,230
2972,0,58,9,10,10,18368,204
2973,1,21,6,2,6,16844,243
2974,0,16,8,10,13,16707,204
2975,1,17,10,9,9,17868,177
2976,1,38,13,2,9,20043,264
2977,0,11,3,11,3,14852,194
2978,0,15,7,8,8,16302,183
2979,1,57,17,5,25,23359,237
2980,1,21,8,6,12,18352,242
2981,1,42,3,6,1,16873,240
2982,0,23,7,6,6,16949,236
2983,1,43,5,8,3,16344,230
2984,0,16,5,6,6,15268,211
2985,1,15,8,7,8,16463,186
2986,1,18,7,4,6,17049,221
2987,1,15,4,2,3,15811,242
2988,0,16,1,9,1,14109,205
2989,0,15,2,8,2,12292,152
2990,1,89,10,3,16,18487,211
2991,0,18,8,5,7,16860,198
2992,1,16,7,5,14,17798,222
2993,0,18,6,6,4,15789,230
2994,0,16,13,7,19,19609,207
2995,0,16,5,6,6,14853,174
2996,0,14,3,4,2,15369,221
2997,1,20,6,8,7,17053,219
2998,1,21,11,9,10,17307,161
2999,0,15,3,9,3,14881,195
3000,1,15,9,4,7,17928,250
3001,0,15,3,3,2,14876,221
3002,1,16,3,2,3,15356,212
3003,1,15,7,7,7,16122,168
3004,1,44,4,4,4,15426,211
3005,1,16,7,7,5,16448,216
3006,0,16,2,5,1,14182,220
3007,1,12,4,7,4,15891,200
3008,1,16,5,13,5,15858,219
3009,0,12,4,8,5,14949,180
3010,0,13,2,6,3,14377,210
3011,0,16,5,3,6,15946,223
3012,0,14,2,6,3,15584,234
3013,1,11,4,3,3,15800,244
3014,0,13,6,6,7,16210,231
3015,1,20,13,4,7,20587,229
3016,1,16,3,5,3,15735,233
3017,0,15,8,7,7,17378,242
3018,0,15,10,5,14,17993,222
3019,1,20,5,7,9,16072,236
3020,0,20,3,5,4,15557,251
3021,0,17,3,13,3,14467,209
3022,1,19,8,9,12,16096,197
3023,1,16,7,4,8,16351,171
3024,1,22,6,4,5,16538,227
3025,1,18,5,2,3,16337,259
3026,1,44,10,2,13,17519,209
3027,0,11,2,3,5,14305,214
3028,0,16,12,5,9,18279,174
3029,1,21,8,6,9,17808,246
3030,0,16,6,6,5,17360,250
3031,1,36,11,6,10,18849,220
3032,0,16,4,4,6,15641,244
3033,0,18,2,6,2,13408,185
3034,1,14,13,10,15,19366,229
3035,0,16,7,6,8,16646,204
3036,0,13,3,9,4,15009,207
3037,0,17,5,9,5,15921,210
3038,1,15,8,6,12,18012,210
3039,0,13,5,12,5,15224,203
3040,0,16,6,15,7,15484,165
3041,1,12,3,3,2,15550,249
3042,0,18,6,4,5,15895,225
3043,1,57,8,5,7,16776,207
3044,0,8,1,5,2,13444,197
3045,1,37,11,9,11,17971,162
3046,0,14,1,7,3,12959,172
3047,1,15,9,9,7,17225,217
3048,0,15,9,6,8,17848,212
3049,0,13,2,4,1,15448,215
3050,0,18,5,6,7,15425,208
3051,1,18,5,3,10,15717,211
3052,0,11,5,8,1,14589,195
3053,1,20,4,5,5,15463,215
3054,0,16,7,8,7,16019,174
3055,1,14,8,4,7,17634,219
3056,0,51,8,8,12,16017,157
3057,1,18,6,7,10,17259,236
3058,1,12,5,2,3,16226,250
3059,0,15,10,4,11,17816,202
3060,0,15,4,6,3,15532,210
3061,1,20,7,7,9,16946,217
3062,0,43,5,6,4,16019,222
3063,1,14,8,4,8,17938,232
3064,1,18,9,6,10,17512,186
3065,1,35,8,5,7,16712,208
3066,0,15,5,6,7,15913,202
3067,0,9,6,9,6,17108,211
3068,1,10,16,9,11,23349,223
3069,0,38,5,5,3,15548,229
3070,0,18,5,2,5,15950,247
3071,1,59,5,2,3,16014,225
3072,0,13,9,15,8,17419,178
3073,0,15,11,5,13,19979,207
3074,0,15,3,8,2,14122,188
3075,1,18,10,11,13,17447,173
3076,0,14,7,8,9,16122,196
3077,0,28,12,11,12,18336,179
3078,0,14,0,12,0,12002,151
3079,0,15,3,5,5,14378,209
3080,0,18,8,4,18,17691,222
3081,1,15,15,11,13,19402,195
3082,1,23,3,1,3,16468,249
3083,0,16,2,11,5,14486,207
3084,1,16,9,8,9,17652,225
3085,1,18,7,3,12,15494,165
3086,0,16,6,8,11,16270,200
3087,0,14,5,6,3,15899,232
3088,0,39,3,12,3,14277,201
3089,1,18,5,6,4,17350,202
3090,1,12,8,9,15,18315,209
3091,1,36,9,2,13,19570,259
3092,1,16,6,5,5,16529,198
3093,1,14,11,5,18,18324,205
3094,1,15,8,3,6,17263,234
3095,1,15,4,0,3,15282,211
3096,0,20,5,4,4,15960,232
3097,0,9,5,5,5,15103,198
3098,1,14,7,3,6,16060,228
3099,0,17,7,9,6,15463,162
3100,0,21,6,10,7,17225,210
3101,0,16,3,9,2,14861,225
3102,1,46,4,1,10,15966,229
3103,0,16,4,6,2,15172,205
3104,1,15,4,7,4,15953,260
3105,1,17,9,5,7,17959,239
3106,1,17,7,2,11,17176,200
3107,1,15,8,4,7,17328,234
3108,0,16,2,6,3,15144,236
3109,0,17,6,6,4,16533,217
3110,0,19,11,8,9,18475,196
3111,0,16,3,7,2,15252,224
3112,1,35,4,9,1,14621,179
3113,0,14,6,8,7,15953,221
3114,1,14,5,2,5,16627,223
3115,1,16,8,8,4,17240,248
3116,0,21,5,2,4,15796,221
3117,1,16,8,2,10,18330,232
3118,0,11,6,7,8,15684,202
3119,1,20,7,4,3,17120,233
3120,1,18,4,5,2,15261,233
3121,0,16,11,8,17,18053,189
3122,0,19,3,6,3,15417,224
3123,1,14,8,5,5,16523,193
3124,0,14,8,8,6,16809,210
3125,0,15,5,8,6,15627,199
3126,0,38,0,3,0,13793,223
3127,1,16,3,8,4,14481,214
3128,0,13,8,4,11,16357,196
3129,1,46,10,6,11,18582,222
3130,0,15,1,3,1,13943,235
3131,0,16,10,7,8,18410,241
3132,0,24,6,7,6,16689,240
3133,0,14,6,7,4,16060,200
3134,0,17,3,12,4,14035,185
3135,1,16,9,6,10,17757,218
3136,0,17,2,9,3,14267,204
3137,0,13,6,12,6,15951,223
3138,0,13,8,8,4,16688,216
3139,0,17,3,5,2,14303,187
3140,1,38,9,8,12,17396,205
3141,1,17,9,3,9,18159,245
3142,0,89,7,5,8,16269,202
3143,1,41,4,9,5,15316,198
3144,1,17,5,4,4,16498,237
3145,1,16,16,0,17,20603,245
3146,1,17,10,7,7,19606,220
3147,1,14,7,8,6,16940,234
3148,1,40,6,4,11,16814,238
3149,1,15,9,8,13,18146,199
3150,0,19,3,5,3,15242,216
3151,0,16,10,7,5,17454,204
3152,0,17,5,3,6,16053,227
3153,1,16,2,9,1,14975,222
3154,1,31,4,4,4,16095,241
3155,1,39,8,5,11,17123,223
3156,0,21,6,5,14,16986,231
3157,0,17,3,3,3,14731,204
3158,1,44,8,3,9,17316,227
3159,1,16,1,3,2,14889,256
3160,0,19,5,6,4,16416,253
3161,1,18,7,11,10,16943,215
3162,1,11,13,3,13,19940,192
3163,0,57,8,7,5,16204,184
3164,1,12,7,10,7,17062,220
3165,0,16,6,5,6,15691,212
3166,0,14,1,11,0,13511,200
3167,1,17,12,2,11,18927,231
3168,1,45,7,6,10,16164,196
3169,1,15,4,4,8,15572,221
3170,0,14,5,7,2,17469,229
3171,1,16,3,10,4,14686,206
3172,0,15,8,6,10,16325,193
3173,1,15,9,4,12,17233,202
3174,0,17,3,8,4,16004,241
3175,1,16,6,6,9,16651,218
3176,1,43,2,6,2,14959,229
3177,0,14,5,10,4,15917,200
3178,1,37,6,6,9,15754,198
3179,0,16,8,8,9,16891,201
3180,0,18,3,15,3,14878,197
3181,1,18,7,3,7,17150,225
3182,0,17,5,4,6,15941,236
3183,1,13,7,3,11,17802,239
3184,1,11,5,6,4,15548,181
3185,1,16,5,2,6,15556,219
3186,1,38,6,5,6,16098,209
3187,1,15,6,5,6,16107,213
3188,0,14,7,2,6,16315,201
3189,0,15,6,7,13,16587,199
3190,0,15,8,6,9,16112,201
3191,1,20,10,2,12,18212,196
3192,0,13,3,5,2,14761,204
3193,0,39,5,5,5,17613,251
3194,0,46,8,5,13,16384,218
3195,1,40,6,6,3,17001,230
3196,0,120,4,9,3,15084,211
3197,1,17,8,8,5,16918,216
3198,1,16,9,8,13,18562,203
3199,1,10,5,6,9,15822,219
3200,0,41,9,4,10,17405,187
3201,1,11,11,5,12,19696,222
3202,1,11,9,11,11,17322,182
3203,1,16,4,2,4,15532,227
3204,0,21,10,8,7,17823,237
3205,0,16,1,12,0,13291,201
3206,1,16,7,11,7,16851,216
3207,1,17,7,2,8,16830,232
3208,1,16,5,5,7,16061,210
3209,0,18,2,2,2,15608,260
3210,0,15,5,9,3,15144,205
3211,0,15,7,6,7,15778,213
3212,1,14,2,4,1,14721,234
3213,1,33,8,3,6,16154,192
3214,0,17,6,9,4,15136,170
3215,0,11,2,4,3,14231,201
3216,1,16,4,2,4,16470,232
3217,1,19,0,3,0,13674,229
3218,0,15,5,10,5,15251,210
3219,1,15,11,5,14,18856,231
3220,1,68,7,9,8,16274,204
3221,0,17,7,8,5,17241,242
3222,1,15,4,8,4,16201,204
3223,0,12,5,10,6,15622,200
3224,0,19,7,6,8,17575,209
3225,1,21,5,10,8,16408,228
3226,1,16,9,7,13,18073,221
3227,1,49,4,9,4,15370,200
3228,0,20,2,4,1,14659,235
3229,0,19,11,5,10,18855,180
3230,0,10,2,5,2,14695,230
3231,0,14,6,7,7,17927,213
3232,1,17,5,2,5,16326,217
3233,1,24,12,4,13,18552,207
3234,1,42,7,2,3,16669,226
3235,0,20,6,13,8,15304,175
3236,0,20,5,6,6,15242,198
3237,0,11,2,3,5,14237,178
3238,0,26,3,9,4,14280,190
3239,1,18,9,8,15,18809,225
3240,0,14,0,6,0,14238,234
3241,0,18,4,5,5,15101,205
3242,1,34,8,1,11,18237,221
3243,1,17,8,1,5,19820,247
3244,0,15,9,8,9,16884,193
3245,0,23,6,14,7,15880,204
3246,0,45,4,9,3,15430,240
3247,0,11,2,5,2,14258,216
3248,1,20,0,5,0,14849,249
3249,1,13,7,7,6,17023,198
3250,1,19,12,5,9,19143,243
3251,0,50,5,6,4,15620,214
3252,1,18,8,8,11,18623,229
3253,1,15,5,3,5,16564,222
3254,1,16,11,7,16,18421,232
3255,0,34,7,5,8,17364,215
3256,1,37,8,7,14,16749,174
3257,0,15,9,10,9,17987,209
3258,0,14,6,7,4,16103,220
3259,1,19,10,6,12,18384,226
3260,1,16,9,7,14,17465,211
3261,0,15,6,9,8,15591,204
3262,1,19,3,2,2,15391,232
3263,0,9,2,9,2,14953,228
3264,1,14,5,2,11,16640,247
3265,1,16,3,5,4,15501,245
3266,0,17,11,6,12,18891,235
3267,1,17,6,8,4,16999,232
3268,1,34,11,8,11,18291,195
3269,0,16,1,4,1,14588,234
3270,1,36,6,2,4,16432,208
3271,0,16,5,10,3,16199,216
3272,1,47,10,8,12,17342,179
3273,0,17,3,1,4,16247,257
3274,1,30,8,4,4,17038,233
3275,0,12,3,6,2,14607,204
3276,0,18,5,10,8,14839,208
3277,1,16,3,7,5,15142,235
3278,0,17,8,4,10,17836,235
3279,1,17,6,6,6,16538,231
3280,1,21,15,9,22,20558,230
3281,1,16,13,5,18,19813,236
3282,1,16,14,6,11,18537,200
3283,1,15,5,0,5,17806,244
3284,1,18,13,5,11,20853,270
3285,0,16,5,2,5,16441,243
3286,0,13,4,4,5,15801,206
3287,0,18,4,5,6,15871,229
3288,0,17,7,8,6,16199,206
3289,0,29,5,9,7,15831,208
3290,0,17,2,8,1,14467,215
3291,0,16,6,10,12,17795,228
3292,1,17,5,7,4,15832,236
3293,1,17,13,5,9,18170,191
3294,0,12,5,2,6,16196,238
3295,0,26,2,3,4,14680,207
3296,1,13,9,6,8,17029,201
3297,0,15,3,3,4,14298,228
3298,0,12,1,10,0,14058,214
3299,1,20,8,4,11,17385,221
3300,1,17,11,7,10,19008,235
3301,0,19,8,9,13,18038,236
3302,1,16,6,3,3,16454,228
3303,1,18,11,9,9,18313,214
3304,1,15,6,3,7,17057,243
3305,0,29,4,11,5,15046,214
3306,0,12,3,6,5,14455,199
3307,1,15,11,5,12,18480,201
3308,1,15,12,9,11,19153,217
3309,1,18,5,4,5,16688,226
3310,0,30,6,8,6,15567,167
3311,1,15,3,0,3,15429,218
3312,1,13,9,6,10,17491,194
3313,0,19,9,6,15,17679,222
3314,1,11,8,4,9,17397,244
3315,0,13,7,14,11,14416,90
3316,0,20,7,11,10,16820,202
3317,1,16,6,4,5,15659,211
3318,1,18,10,8,6,19353,223
3319,0,18,11,9,13,17794,211
3320,1,17,7,8,2,16443,228
3321,1,15,7,2,9,17773,242
3322,1,10,6,13,5,14996,181
3323,0,16,5,9,3,15803,217
3324,1,48,6,9,8,16241,211
3325,1,12,11,9,11,17774,180
3326,0,40,6,6,4,15823,214
3327,1,19,10,0,7,17684,224
3328,0,17,8,4,5,17898,247
3329,1,11,3,5,3,15562,222
3330,0,38,3,4,4,14881,196
3331,1,16,5,2,9,16636,246
3332,1,20,7,8,5,16396,209
3333,0,16,3,7,4,15396,218
3334,1,16,11,11,7,18164,198
3335,1,13,11,9,17,17774,193
3336,0,17,6,4,8,16990,244
3337,1,18,6,2,6,16508,228
3338,0,16,3,6,1,15533,244
3339,1,16,4,3,5,15391,191
3340,1,16,2,3,3,15076,196
3341,1,18,7,7,6,16119,217
3342,0,14,2,7,2,14377,194
3343,1,17,3,7,0,13958,176
3344,1,21,13,11,8,18834,203
3345,1,15,10,7,6,17895,208
3346,1,46,6,7,4,16526,215
3347,0,16,8,9,9,16075,200
3348,0,12,9,10,10,18947,215
3349,0,17,3,10,2,15137,214
3350,0,19,5,4,5,16157,240
3351,0,20,4,6,2,15152,229
3352,1,19,8,4,8,17041,227
3353,1,19,6,0,7,16742,236
3354,0,12,4,6,3,15660,246
3355,1,16,6,3,5,16298,229
3356,1,30,4,7,5,15860,228
3357,1,18,6,8,3,15809,239
3358,1,18,13,2,18,19470,243
3359,0,18,15,4,22,19660,186
3360,0,16,2,9,4,13631,175
3361,1,58,8,5,11,16748,209
3362,0,34,1,3,0,14434,221
3363,1,13,5,5,5,16287,235
3364,0,15,4,8,3,15102,201
3365,1,16,4,1,4,15492,212
3366,1,16,4,6,3,14554,198
3367,1,16,4,6,5,15403,216
3368,0,42,0,9,0,13024,192
3369,1,20,5,7,7,15799,242
3370,0,14,7,8,8,17127,243
3371,1,15,9,7,10,17208,201
3372,1,14,8,7,17,16860,183
3373,0,18,9,13,12,18082,215
3374,0,16,4,16,5,14813,198
3375,1,15,8,7,14,17989,254
3376,1,13,6,7,9,15815,206
3377,1,22,8,5,12,17991,219
3378,0,16,8,9,5,16560,200
3379,0,13,4,3,5,15260,191
3380,0,16,2,10,1,13544,206
3381,1,39,4,6,4,15462,239
3382,0,15,3,9,2,15000,221
3383,1,16,6,2,6,16399,235
3384,0,19,5,5,1,14594,184
3385,1,17,13,2,10,21046,250
3386,0,14,4,6,5,15382,218
3387,1,12,5,9,8,16095,222
3388,0,11,3,10,1,14863,222
3389,0,13,10,9,9,17668,194
3390,0,13,6,13,6,16420,223
3391,1,25,7,7,8,17194,233
3392,1,19,13,7,9,19529,204
3393,1,19,9,7,11,17762,233
3394,1,15,5,4,4,16987,255
3395,1,15,7,4,7,16985,248
3396,0,17,2,8,4,14845,236
3397,0,19,11,11,10,18174,222
3398,1,15,7,6,7,17120,205
3399,0,14,5,7,6,15776,199
3400,1,22,5,8,6,17175,264
3401,0,11,5,10,4,15656,206
3402,0,37,4,7,4,14867,216
3403,1,12,7,6,5,17381,232
3404,1,15,12,3,8,18821,225
3405,0,13,4,5,5,14459,173
3406,0,16,6,9,6,16654,239
3407,1,16,6,4,11,17438,249
3408,1,17,5,4,4,17431,272
3409,1,33,6,4,5,17327,240
3410,1,14,7,10,5,17637,196
3411,1,17,6,8,4,16021,199
3412,1,19,7,3,13,16997,227
3413,0,14,5,9,7,15530,220
3414,1,19,2,6,2,14569,234
3415,1,16,7,5,7,17212,225
3416,0,18,10,12,8,18494,223
3417,0,12,4,8,3,15632,230
3418,1,20,5,3,4,17455,254
3419,1,21,5,3,4,15716,221
3420,1,16,9,3,8,17577,210
3421,1,12,7,3,10,17822,237
3422,0,18,5,1,6,15381,211
3423,1,16,5,7,7,15485,201
3424,1,16,6,5,5,16953,238
3425,0,12,2,14,0,13229,177
3426,1,48,4,5,5,16579,249
3427,0,15,5,7,5,15562,219
3428,1,11,6,7,8,17192,221
3429,1,18,7,1,9,18764,268
3430,0,12,4,9,2,15790,215
3431,1,15,10,6,11,19380,244
3432,0,16,6,7,8,16554,215
3433,0,17,3,9,4,14017,185
3434,0,15,14,6,14,20136,225
3435,1,17,7,6,6,16717,223
3436,1,16,5,6,8,15927,220
3437,0,17,6,14,8,15729,186
3438,0,15,2,9,0,14814,222
3439,0,18,6,2,5,16610,227
3440,1,14,7,6,7,17588,233
3441,0,30,6,4,4,16017,208
3442,0,18,2,5,5,14851,245
3443,0,18,4,7,3,15420,235
3444,1,16,6,8,9,15476,192
3445,0,17,1,5,3,14463,224
3446,1,15,9,6,15,17653,218
3447,0,18,3,2,1,15097,218
3448,1,19,6,4,2,16476,238
3449,1,18,12,1,12,20136,235
3450,0,11,2,2,3,14385,216
3451,0,32,6,9,4,16672,231
3452,1,16,6,9,7,17286,222
3453,0,15,4,1,4,16385,249
3454,1,16,9,6,7,16902,207
3455,1,56,8,2,11,17127,221
3456,1,15,9,2,13,18383,233
3457,0,12,6,10,4,15475,205
3458,1,14,12,11,13,18950,216
3459,1,20,7,0,11,16942,214
3460,0,28,3,7,3,15423,232
3461,0,14,10,7,10,18296,208
3462,0,17,6,13,6,15166,162
3463,0,15,5,8,6,16230,230
3464,1,15,14,3,17,20005,222
3465,0,18,2,1,3,14485,211
3466,0,36,2,2,3,15313,221
3467,1,17,9,6,7,17147,197
3468,0,15,5,7,4,16078,217
3469,0,46,4,5,5,14511,193
3470,0,19,4,1,4,15224,218
3471,0,40,7,10,7,15989,179
3472,1,15,7,1,10,17558,251
3473,1,16,5,4,2,15215,212
3474,1,15,4,9,2,14887,209
3475,0,14,2,12,1,14100,204
3476,1,17,7,5,7,17097,199
3477,0,18,2,10,0,14082,238
3478,1,9,6,6,7,17500,226
3479,1,11,11,4,12,17970,208
3480,1,13,4,4,5,15198,205
3481,1,40,5,3,3,17194,263
3482,0,18,3,7,3,14951,206
3483,0,44,7,2,9,16966,222
3484,1,17,3,6,4,14513,202
3485,0,17,10,7,13,18446,195
3486,0,22,8,6,9,17100,213
3487,1,19,13,7,16,20611,210
3488,1,19,8,7,11,18672,250
3489,0,16,1,3,1,14988,256
3490,0,14,6,10,5,17250,222
3491,1,42,11,3,14,20145,242
3492,1,15,7,4,8,17325,207
3493,1,25,10,1,7,19336,267
3494,0,14,1,11,0,13701,200
3495,0,35,6,5,6,15765,214
3496,0,17,4,2,2,14841,183
3497,0,18,4,4,4,15597,232
3498,0,13,1,7,0,13828,228
3499,0,16,6,5,9,16275,209
3500,0,16,5,7,5,16763,252
3501,1,38,16,5,28,21089,218
3502,0,14,4,8,2,15155,201
3503,1,46,8,3,9,17226,193
3504,0,9,7,7,6,17634,237
3505,1,17,9,3,8,17562,224
3506,1,92,5,6,7,16161,214
3507,1,10,13,5,18,20853,251
3508,1,16,1,5,1,15743,264
3509,1,15,3,3,6,15204,209
3510,0,15,3,4,4,15013,212
3511,1,115,11,4,8,20176,260
3512,0,15,6,6,5,15856,224
3513,1,16,9,4,10,17097,220
3514,0,37,6,8,7,16595,217
3515,0,51,3,5,4,13952,172
3516,1,17,11,7,6,18413,228
3517,0,15,5,2,9,16113,236
3518,1,23,2,5,1,15508,258
3519,0,20,12,9,16,18345,222
3520,1,17,12,11,10,18882,224
3521,0,13,3,6,1,14734,226
3522,0,35,4,9,4,15337,211
3523,0,16,2,2,2,15280,257
3524,1,16,7,2,8,16861,196
3525,1,12,5,11,3,16321,185
3526,0,18,5,7,8,15885,220
3527,0,12,5,11,3,16007,206
3528,1,14,6,6,8,16171,191
3529,0,16,8,9,8,15726,176
3530,0,18,7,13,6,16851,215
3531,0,15,5,6,4,14448,156
3532,1,16,3,3,3,15045,221
3533,1,13,8,9,8,17267,203
3534,1,15,8,6,4,17706,194
3535,0,13,5,7,5,15576,221
3536,1,19,6,4,7,17084,227
3537,0,20,6,10,8,15614,196
3538,1,17,10,1,13,19602,236
3539,0,23,2,7,1,15409,247
3540,1,17,4,1,8,14298,171
3541,1,9,7,2,10,18507,245
3542,0,17,5,6,5,16179,263
3543,1,17,7,4,6,17018,238
3544,0,37,3,4,4,15306,220
3545,0,15,4,5,4,15079,196
3546,1,18,9,7,11,17622,192
3547,0,16,9,6,5,17341,203
3548,0,15,6,6,5,15868,201
3549,1,16,9,10,8,17170,204
3550,0,13,6,12,5,15716,189
3551,0,15,3,8,3,15036,198
3552,1,41,8,9,5,16608,201
3553,0,15,6,8,9,16116,196
3554,1,36,13,3,11,21386,264
3555,0,17,7,6,8,16441,218
3556,0,10,6,8,4,15446,198
3557,0,40,5,7,7,15799,224
3558,1,18,9,11,11,17909,214
3559,0,16,4,13,5,15309,175
3560,1,12,13,4,11,19077,215
3561,0,19,7,7,5,15321,171
3562,0,105,3,8,2,14522,211
3563,0,14,8,7,7,17996,208
3564,0,16,6,7,10,16447,201
3565,0,11,0,7,0,13068,198
3566,0,17,9,5,8,17757,217
3567,0,19,9,9,11,17459,226
3568,1,20,3,7,1,14068,206
3569,0,34,3,8,1,13960,202
3570,1,17,10,13,8,18255,206
3571,1,15,7,5,8,17134,207
3572,0,19,10,9,12,17487,211
3573,0,16,6,10,4,16335,192
3574,1,15,5,5,6,16405,239
3575,0,12,3,11,5,14145,186
3576,1,43,5,5,6,16419,233
3577,1,48,3,4,3,14482,198
3578,1,38,5,4,5,15967,203
3579,0,18,5,9,5,16093,209
3580,1,18,16,4,13,20827,215
3581,0,15,4,4,2,14697,222
3582,0,14,10,11,10,17702,198
3583,0,15,2,9,2,14730,246
3584,0,18,6,10,10,16876,238
3585,1,15,5,15,7,16203,187
3586,0,13,7,7,7,17214,219
3587,1,21,1,8,0,14019,206
3588,0,17,8,10,2,16163,201
3589,0,39,5,7,7,15745,225
3590,1,44,13,6,13,18933,210
3591,1,16,4,4,4,16452,266
3592,0,20,6,4,11,16527,225
3593,0,15,7,6,8,16977,222
3594,0,18,1,7,1,13874,219
3595,0,18,10,8,10,17272,210
3596,0,12,4,7,2,15125,223
3597,0,18,2,9,4,14691,207
3598,0,9,6,5,3,16961,240
3599,1,14,3,3,4,16688,215
3600,1,11,4,3,3,17143,237
3601,1,40,7,9,6,18097,243
3602,1,36,11,3,14,19276,237
3603,0,37,7,7,8,17114,210
3604,1,84,8,6,8,16602,163
3605,0,15,5,11,4,14975,194
3606,1,14,6,9,7,15843,206
3607,0,18,6,7,3,15777,203
3608,1,12,10,6,5,17142,221
3609,1,14,7,6,11,18027,217
3610,1,17,4,5,6,16003,238
3611,1,16,11,11,9,19116,220
3612,1,15,11,7,17,18078,192
3613,1,13,8,8,8,18011,243
3614,0,43,6,13,6,15336,196
3615,0,16,6,7,6,17273,226
3616,0,18,9,7,8,17875,203
3617,0,42,9,10,14,17215,198
3618,1,15,6,8,10,15579,204
3619,0,16,6,8,9,16479,230
3620,0,17,2,3,6,13918,209
3621,1,20,9,5,8,17615,218
3622,0,15,3,3,1,15848,251
3623,0,15,6,3,6,15941,228
3624,1,18,2,6,1,14448,198
3625,1,15,3,2,4,15719,230
3626,0,19,8,10,9,17139,199
3627,0,16,4,4,4,15977,224
3628,1,40,2,4,2,14938,246
3629,0,37,9,6,13,17187,199
3630,1,38,8,9,10,17558,202
3631,1,17,6,2,5,17945,268
3632,1,16,5,5,10,15151,203
3633,1,13,4,11,5,14983,208
3634,1,18,6,7,7,16527,229
3635,0,19,8,8,4,16359,204
3636,1,13,8,3,12,19038,239
3637,0,17,5,4,10,15976,232
3638,0,15,1,4,1,13512,224
3639,0,17,5,9,6,14923,173
3640,0,66,6,6,6,16124,225
3641,0,15,1,6,1,14058,213
3642,0,18,3,6,4,14422,201
3643,1,16,5,6,7,16539,242
3644,0,17,5,10,6,15794,203
